,Composition,Formula,e_above_hull,A_atom,P_atom,R_atom,n_A
2281,Na8 Cr4 Co4 C24 N24,Na8 Cr4 Co4 C24 N24,0.12850119249999992,Na,Co,Cr,8.0
2282,Mg8 Fe4 Co4 C24 N24,Mg8 Fe4 Co4 C24 N24,0.03918191000000015,Mg,Co,Fe,8.0
2283,Li8 Cr4 Co4 C24 N24,Li8 Cr4 Co4 C24 N24,0.0028601699999999397,Li,Co,Cr,8.0
2284,Co8 C24 N24,Co8 C24 N24,0.0037983200000004658,,Co,Co,0.0
2285,Cr8 C24 N24,Cr8 C24 N24,0.005861900000001086,,Cr,Cr,0.0
2286,Mn4 Os4 C24 N24,Mn4 Os4 C24 N24,0,,Mn,Os,0.0
2287,Cr4 Co4 C24 N24,Cr4 Co4 C24 N24,0.005861900000001086,,Co,Cr,0.0
2288,V4 Os4 C24 N24,V4 Os4 C24 N24,0.12582808664999945,,V,Os,0.0
2289,,,,,,,
2290,,,,,,,
2291,,,,,,,
2292,,,,,,,
2293,V4 Cr4 C24 N24,V4 Cr4 C24 N24,0.25225307999999913,,V,Cr,0.0
2294,V8 C24 N24,V8 C24 N24,0.2522530800000009,,V,V,0.0
2295,Co4 Os4 C24 N24,Co4 Os4 C24 N24,0.0037983200000004658,,Co,Os,0.0
2296,,,,,,,
2297,Mn4 Zn4 C24 N24,Mn4 Zn4 C24 N24,0,,Zn,Mn,0.0
2298,,,,,,,
2299,,,,,,,
2300,V4 Zn4 C24 N24,V4 Zn4 C24 N24,0.2522530800000009,,Zn,V,0.0
2301,,,,,,,
2302,V4 Cr4 C24 N24,V4 Cr4 C24 N24,0.25225307999999913,,Cr,V,0.0
2303,,,,,,,
2304,,,,,,,
2305,,,,,,,
2306,,,,,,,
2307,Fe8 C24 N24,Fe8 C24 N24,0.2605512161057142,,Fe,Fe,0.0
2308,,,,,,,
2309,,,,,,,
2310,,,,,,,
2311,V4 Fe4 C24 N24,V4 Fe4 C24 N24,0.21384664789142782,,V,Fe,0.0
2312,Fe4 Os4 C24 N24,Fe4 Os4 C24 N24,0.17476088040000093,,Fe,Os,0.0
2313,Mn8 C24 N24,Mn8 C24 N24,0,,Mn,Mn,0.0
2314,Mn4 Fe4 C24 N24,Mn4 Fe4 C24 N24,0,,Mn,Fe,0.0
2315,Mn4 Fe4 C24 N24,Mn4 Fe4 C24 N24,0,,Fe,Mn,0.0
2316,,,,,,,
2317,,,,,,,
2318,,,,,,,
2319,Mn4 Cr4 C24 N24,Mn4 Cr4 C24 N24,0,,Mn,Cr,0.0
2320,,,,,,,
2321,Cr4 Os4 C24 N24,Cr4 Os4 C24 N24,0.005861900000001086,,Cr,Os,0.0
2322,V4 Co4 C24 N24,V4 Co4 C24 N24,0.25225307999999913,,Co,V,0.0
2323,,,,,,,
2324,,,,,,,
2325,,,,,,,
2326,Mn4 Cr4 C24 N24,Mn4 Cr4 C24 N24,0,,Cr,Mn,0.0
2327,,,,,,,
2328,,,,,,,
2329,,,,,,,
2330,Mn4 V4 C24 N24,Mn4 V4 C24 N24,0,,V,Mn,0.0
2331,K2 Zn4 Co4 C24 N24,K2 Zn4 Co4 C24 N24,0.11553698000000001,K,Zn,Co,2.0
2332,Mn4 V4 C24 N24,Mn4 V4 C24 N24,0,,Mn,V,0.0
2333,Mg6 Cr4 Fe4 C24 N24,Mg6 Cr4 Fe4 C24 N24,0.03918191000000015,Mg,Cr,Fe,6.0
2334,,,,,,,
2335,,,,,,,
2336,,,,,,,
2337,,,,,,,
2338,,,,,,,
2339,,,,,,,
2340,,,,,,,
2341,V4 Fe4 C24 N24,V4 Fe4 C24 N24,0.25225307999999913,,Fe,V,0.0
2342,,,,,,,
2343,,,,,,,
2344,,,,,,,
2345,,,,,,,
2346,,,,,,,
2347,K4 Mn4 Zn4 C24 N24,K4 Mn4 Zn4 C24 N24,0.11553698000000001,K,Zn,Mn,4.0
2348,Na7 Zn4 Fe4 C24 N24,Na7 Zn4 Fe4 C24 N24,0.12850119249999992,Na,Zn,Fe,7.0
2349,Mg7 Fe4 Co4 C24 N24,Mg7 Fe4 Co4 C24 N24,0.03918191000000015,Mg,Fe,Co,7.0
2350,K7 V4 Co4 C24 N24,K7 V4 Co4 C24 N24,0.11553698000000001,K,V,Co,7.0
2351,Na7 V4 Co4 C24 N24,Na7 V4 Co4 C24 N24,0.12850119249999992,Na,Co,V,7.0
2352,,,,,,,
2353,Ca6 Mn4 Cr4 C24 N24,Ca6 Mn4 Cr4 C24 N24,0.4185173499999999,Ca,Cr,Mn,6.0
2354,,,,,,,
2355,Li7 Mn4 Co4 C24 N24,Li7 Mn4 Co4 C24 N24,0.0028601699999999397,Li,Co,Mn,7.0
2356,K1 Fe4 Co4 C24 N24,K1 Fe4 Co4 C24 N24,0.11553698000000001,K,Co,Fe,1.0
2357,,,,,,,
2358,Mg3 V4 Fe4 C24 N24,Mg3 V4 Fe4 C24 N24,0.03918191000000015,Mg,V,Fe,3.0
2359,,,,,,,
2360,Ca3 Mn4 V4 C24 N24,Ca3 Mn4 V4 C24 N24,0.346832170316949,Ca,V,Mn,3.0
2361,,,,,,,
2362,Zn4 Os4 C24 N24,Zn4 Os4 C24 N24,0,,Zn,Os,0.0
2363,Mn4 Co4 C24 N24,Mn4 Co4 C24 N24,0,,Co,Mn,0.0
2364,K1 Mn4 Os4 C24 N24,K1 Mn4 Os4 C24 N24,0.11553698000000001,K,Mn,Os,1.0
2365,,,,,,,
2366,,,,,,,
2367,Na7 Mn4 Fe4 C24 N24,Na7 Mn4 Fe4 C24 N24,0.12850119249999992,Na,Fe,Mn,7.0
2368,,,,,,,
2369,,,,,,,
2370,Ca7 Co8 C24 N24,Ca7 Co8 C24 N24,0.4185173499999999,Ca,Co,Co,7.0
2371,Li2 Co8 C24 N24,Li2 Co8 C24 N24,0.0028601699999999397,Li,Co,Co,2.0
2372,Fe4 Co4 C24 N24,Fe4 Co4 C24 N24,0.22130895556999697,,Fe,Co,0.0
2373,,,,,,,
2374,,,,,,,
2375,,,,,,,
2376,,,,,,,
2377,,,,,,,
2378,,,,,,,
2379,,,,,,,
2380,Ca3 V4 Fe4 C24 N24,Ca3 V4 Fe4 C24 N24,0.3147951860796603,Ca,V,Fe,3.0
2381,K6 Fe4 Co4 C24 N24,K6 Fe4 Co4 C24 N24,0.11553698000000001,K,Fe,Co,6.0
2382,Ca2 Mn4 Fe4 C24 N24,Ca2 Mn4 Fe4 C24 N24,0.25340587028344963,Ca,Mn,Fe,2.0
2383,,,,,,,
2384,,,,,,,
2385,,,,,,,
2386,Li6 Co4 Os4 C24 N24,Li6 Co4 Os4 C24 N24,0.0028601699999999397,Li,Co,Os,6.0
2387,,,,,,,
2388,,,,,,,
2389,,,,,,,
2390,Zn4 Co4 C24 N24,Zn4 Co4 C24 N24,0,,Zn,Co,0.0
2391,Mg5 V4 Cr4 C24 N24,Mg5 V4 Cr4 C24 N24,0.03918191000000015,Mg,V,Cr,5.0
2392,,,,,,,
2393,Na7 Cr4 Fe4 C24 N24,Na7 Cr4 Fe4 C24 N24,0.12850119249999992,Na,Fe,Cr,7.0
2394,,,,,,,
2395,Na7 V4 Co4 C24 N24,Na7 V4 Co4 C24 N24,0.12850119249999992,Na,V,Co,7.0
2396,Li7 Zn4 Cr4 C24 N24,Li7 Zn4 Cr4 C24 N24,0.0028601699999999397,Li,Zn,Cr,7.0
2397,Mg1 Fe4 Os4 C24 N24,Mg1 Fe4 Os4 C24 N24,0.03918191000000015,Mg,Fe,Os,1.0
2398,Na1 Zn4 Co4 C24 N24,Na1 Zn4 Co4 C24 N24,0.12850119249999992,Na,Zn,Co,1.0
2399,Mg7 Zn4 Fe4 C24 N24,Mg7 Zn4 Fe4 C24 N24,0.03918191000000015,Mg,Zn,Fe,7.0
2400,Li6 Fe4 Co4 C24 N24,Li6 Fe4 Co4 C24 N24,0.0028601699999999397,Li,Co,Fe,6.0
2401,Li3 Mn4 Zn4 C24 N24,Li3 Mn4 Zn4 C24 N24,0.0028601699999999397,Li,Zn,Mn,3.0
2402,,,,,,,
2403,Ca6 Co8 C24 N24,Ca6 Co8 C24 N24,0.4185173499999999,Ca,Co,Co,6.0
2404,,,,,,,
2405,Li7 Mn4 Zn4 C24 N24,Li7 Mn4 Zn4 C24 N24,0.0028601699999999397,Li,Zn,Mn,7.0
2406,K5 V4 Fe4 C24 N24,K5 V4 Fe4 C24 N24,0.11553698000000001,K,Fe,V,5.0
2407,Cr4 Fe4 C24 N24,Cr4 Fe4 C24 N24,0.005861900000001086,,Cr,Fe,0.0
2408,K3 Zn4 Fe4 C24 N24,K3 Zn4 Fe4 C24 N24,0.11553698000000001,K,Zn,Fe,3.0
2409,Ca7 V4 Cr4 C24 N24,Ca7 V4 Cr4 C24 N24,0.4185173499999999,Ca,V,Cr,7.0
2410,Na7 Mn4 Co4 C24 N24,Na7 Mn4 Co4 C24 N24,0.12850119249999992,Na,Co,Mn,7.0
2411,Mg2 Zn4 Cr4 C24 N24,Mg2 Zn4 Cr4 C24 N24,0.03918191000000015,Mg,Zn,Cr,2.0
2412,Mg6 Mn4 Fe4 C24 N24,Mg6 Mn4 Fe4 C24 N24,0.03918191000000015,Mg,Mn,Fe,6.0
2413,Mg6 Zn4 Fe4 C24 N24,Mg6 Zn4 Fe4 C24 N24,0.03918191000000015,Mg,Zn,Fe,6.0
2414,Mg1 Mn4 Co4 C24 N24,Mg1 Mn4 Co4 C24 N24,0.03918191000000015,Mg,Co,Mn,1.0
2415,K1 Zn4 Os4 C24 N24,K1 Zn4 Os4 C24 N24,0.11553698000000001,K,Zn,Os,1.0
2416,Ca3 Cr4 Fe4 C24 N24,Ca3 Cr4 Fe4 C24 N24,0.276377670825422,Ca,Cr,Fe,3.0
2417,K1 Zn4 Co4 C24 N24,K1 Zn4 Co4 C24 N24,0.11553698000000001,K,Zn,Co,1.0
2418,,,,,,,
2419,K1 Zn4 Cr4 C24 N24,K1 Zn4 Cr4 C24 N24,0.11553698000000001,K,Zn,Cr,1.0
2420,Na2 Zn4 Fe4 C24 N24,Na2 Zn4 Fe4 C24 N24,0.12850119249999992,Na,Zn,Fe,2.0
2421,K7 Co4 Os4 C24 N24,K7 Co4 Os4 C24 N24,0.11553698000000001,K,Co,Os,7.0
2422,Na3 Zn4 Co4 C24 N24,Na3 Zn4 Co4 C24 N24,0.12850119249999992,Na,Zn,Co,3.0
2423,Mg6 V4 Co4 C24 N24,Mg6 V4 Co4 C24 N24,0.03918191000000015,Mg,Co,V,6.0
2424,Mg7 Mn4 Co4 C24 N24,Mg7 Mn4 Co4 C24 N24,0.03918191000000015,Mg,Co,Mn,7.0
2425,K3 Cr4 Co4 C24 N24,K3 Cr4 Co4 C24 N24,0.11553698000000001,K,Co,Cr,3.0
2426,K2 V4 Zn4 C24 N24,K2 V4 Zn4 C24 N24,0.11553698000000001,K,Zn,V,2.0
2427,Mg1 Zn4 Cr4 C24 N24,Mg1 Zn4 Cr4 C24 N24,0.03918191000000015,Mg,Zn,Cr,1.0
2428,Na5 Mn4 Co4 C24 N24,Na5 Mn4 Co4 C24 N24,0.12850119249999992,Na,Co,Mn,5.0
2429,Li1 Mn4 Fe4 C24 N24,Li1 Mn4 Fe4 C24 N24,0.0028601699999999397,Li,Mn,Fe,1.0
2430,Li3 V4 Fe4 C24 N24,Li3 V4 Fe4 C24 N24,0.0028601699999999397,Li,V,Fe,3.0
2431,Li5 V4 Fe4 C24 N24,Li5 V4 Fe4 C24 N24,0.0028601699999999397,Li,Fe,V,5.0
2432,Mg6 Fe4 Co4 C24 N24,Mg6 Fe4 Co4 C24 N24,0.03918191000000015,Mg,Co,Fe,6.0
2433,K5 Co4 Os4 C24 N24,K5 Co4 Os4 C24 N24,0.10737142320655835,K,Co,Os,5.0
2434,Li1 V4 Co4 C24 N24,Li1 V4 Co4 C24 N24,0.0028601699999999397,Li,Co,V,1.0
2435,Mg1 V4 Fe4 C24 N24,Mg1 V4 Fe4 C24 N24,0.03918191000000015,Mg,V,Fe,1.0
2436,,,,,,,
2437,K7 Fe4 Co4 C24 N24,K7 Fe4 Co4 C24 N24,0.11553698000000001,K,Fe,Co,7.0
2438,Ca3 Mn4 Co4 C24 N24,Ca3 Mn4 Co4 C24 N24,0.3986682042152534,Ca,Co,Mn,3.0
2439,,,,,,,
2440,,,,,,,
2441,Ca2 Co8 C24 N24,Ca2 Co8 C24 N24,0.2686205297662063,Ca,Co,Co,2.0
2442,Li7 V4 Co4 C24 N24,Li7 V4 Co4 C24 N24,0.0028601699999999397,Li,Co,V,7.0
2443,Ca1 Cr4 Co4 C24 N24,Ca1 Cr4 Co4 C24 N24,0.4185173499999999,Ca,Co,Cr,1.0
2444,,,,,,,
2445,Ca3 Mn4 Fe4 C24 N24,Ca3 Mn4 Fe4 C24 N24,0.2972275976050849,Ca,Mn,Fe,3.0
2446,,,,,,,
2447,,,,,,,
2448,,,,,,,
2449,Na1 Fe4 Co4 C24 N24,Na1 Fe4 Co4 C24 N24,0.12850119249999992,Na,Co,Fe,1.0
2450,Ca2 Zn4 Fe4 C24 N24,Ca2 Zn4 Fe4 C24 N24,0.4185173499999999,Ca,Zn,Fe,2.0
2451,Na3 V4 Fe4 C24 N24,Na3 V4 Fe4 C24 N24,0.12850119249999992,Na,V,Fe,3.0
2452,,,,,,,
2453,,,,,,,
2454,Na1 Mn4 Co4 C24 N24,Na1 Mn4 Co4 C24 N24,0.12850119249999992,Na,Co,Mn,1.0
2455,,,,,,,
2456,Mg7 Mn8 C24 N24,Mg7 Mn8 C24 N24,0.03918191000000015,Mg,Mn,Mn,7.0
2457,Mg7 V4 Os4 C24 N24,Mg7 V4 Os4 C24 N24,0.03918191000000015,Mg,V,Os,7.0
2458,Ca3 Cr4 Co4 C24 N24,Ca3 Cr4 Co4 C24 N24,0.3560631560796601,Ca,Cr,Co,3.0
2459,Li3 Mn4 Fe4 C24 N24,Li3 Mn4 Fe4 C24 N24,0.0028601699999999397,Li,Mn,Fe,3.0
2460,Li7 V4 Cr4 C24 N24,Li7 V4 Cr4 C24 N24,0.0028601699999999397,Li,V,Cr,7.0
2461,Na1 V4 Co4 C24 N24,Na1 V4 Co4 C24 N24,0.12850119249999992,Na,Co,V,1.0
2462,K6 V4 Co4 C24 N24,K6 V4 Co4 C24 N24,0.11553698000000001,K,Co,V,6.0
2463,K7 Fe4 Co4 C24 N24,K7 Fe4 Co4 C24 N24,0.11553698000000001,K,Co,Fe,7.0
2464,,,,,,,
2465,Ca2 V4 Fe4 C24 N24,Ca2 V4 Fe4 C24 N24,0.2674223701110332,Ca,V,Fe,2.0
2466,Li7 Zn4 Fe4 C24 N24,Li7 Zn4 Fe4 C24 N24,0.0028601699999999397,Li,Zn,Fe,7.0
2467,,,,,,,
2468,Li4 Fe8 C24 N24,Li4 Fe8 C24 N24,0.0028601699999999397,Li,Fe,Fe,4.0
2469,,,,,,,
2470,,,,,,,
2471,Na1 Cr4 Fe4 C24 N24,Na1 Cr4 Fe4 C24 N24,0.12850119249999992,Na,Fe,Cr,1.0
2472,K1 Zn4 Fe4 C24 N24,K1 Zn4 Fe4 C24 N24,0.11553698000000001,K,Zn,Fe,1.0
2473,Ca4 V4 Co4 C24 N24,Ca4 V4 Co4 C24 N24,0.4185173499999999,Ca,Co,V,4.0
2474,Li7 Cr4 Fe4 C24 N24,Li7 Cr4 Fe4 C24 N24,0.0028601699999999397,Li,Fe,Cr,7.0
2475,,,,,,,
2476,,,,,,,
2477,Mg3 Zn4 Fe4 C24 N24,Mg3 Zn4 Fe4 C24 N24,0.03918191000000015,Mg,Zn,Fe,3.0
2478,,,,,,,
2479,,,,,,,
2480,Li6 Cr4 Co4 C24 N24,Li6 Cr4 Co4 C24 N24,0.0028601699999999397,Li,Co,Cr,6.0
2481,Mg1 Zn4 Co4 C24 N24,Mg1 Zn4 Co4 C24 N24,0.03918191000000015,Mg,Zn,Co,1.0
2482,,,,,,,
2483,K5 V4 Co4 C24 N24,K5 V4 Co4 C24 N24,0.11553698000000001,K,Co,V,5.0
2484,Na6 V4 Co4 C24 N24,Na6 V4 Co4 C24 N24,0.12850119249999992,Na,V,Co,6.0
2485,,,,,,,
2486,,,,,,,
2487,Na7 Co4 Os4 C24 N24,Na7 Co4 Os4 C24 N24,0.12850119249999992,Na,Co,Os,7.0
2488,K6 Fe4 Co4 C24 N24,K6 Fe4 Co4 C24 N24,0.11553698000000001,K,Co,Fe,6.0
2489,,,,,,,
2490,,,,,,,
2491,Li1 Mn4 Fe4 C24 N24,Li1 Mn4 Fe4 C24 N24,0.0028601699999999397,Li,Fe,Mn,1.0
2492,,,,,,,
2493,Na2 Cr4 Co4 C24 N24,Na2 Cr4 Co4 C24 N24,0.12850119249999992,Na,Co,Cr,2.0
2494,Ca1 Mn4 Cr4 C24 N24,Ca1 Mn4 Cr4 C24 N24,0.4185173499999999,Ca,Mn,Cr,1.0
2495,,,,,,,
2496,,,,,,,
2497,,,,,,,
2498,,,,,,,
2499,,,,,,,
2500,,,,,,,
2501,Ca7 V4 Co4 C24 N24,Ca7 V4 Co4 C24 N24,0.4185173499999999,Ca,Co,V,7.0
2502,Li1 Cr4 Co4 C24 N24,Li1 Cr4 Co4 C24 N24,0.0028601699999999397,Li,Co,Cr,1.0
2503,Mg7 Cr4 Fe4 C24 N24,Mg7 Cr4 Fe4 C24 N24,0.03918191000000015,Mg,Fe,Cr,7.0
2504,Na5 Fe4 Co4 C24 N24,Na5 Fe4 Co4 C24 N24,0.12850119249999992,Na,Co,Fe,5.0
2505,,,,,,,
2506,,,,,,,
2507,,,,,,,
2508,Ca5 Fe4 Co4 C24 N24,Ca5 Fe4 Co4 C24 N24,0.4185173499999999,Ca,Co,Fe,5.0
2509,K7 Mn4 Co4 C24 N24,K7 Mn4 Co4 C24 N24,0.11553698000000001,K,Co,Mn,7.0
2510,Li1 Zn4 Fe4 C24 N24,Li1 Zn4 Fe4 C24 N24,0.0028601699999999397,Li,Zn,Fe,1.0
2511,Mg5 Mn4 Co4 C24 N24,Mg5 Mn4 Co4 C24 N24,0.03918191000000015,Mg,Mn,Co,5.0
2512,Mg1 V4 Co4 C24 N24,Mg1 V4 Co4 C24 N24,0.03918191000000015,Mg,Co,V,1.0
2513,,,,,,,
2514,Ca1 V4 Cr4 C24 N24,Ca1 V4 Cr4 C24 N24,0.4185173499999999,Ca,V,Cr,1.0
2515,Li7 V4 Co4 C24 N24,Li7 V4 Co4 C24 N24,0.0028601699999999397,Li,V,Co,7.0
2516,,,,,,,
2517,,,,,,,
2518,K7 Mn4 Cr4 C24 N24,K7 Mn4 Cr4 C24 N24,0.11553698000000001,K,Mn,Cr,7.0
2519,,,,,,,
2520,K1 Mn4 Fe4 C24 N24,K1 Mn4 Fe4 C24 N24,0.11553698000000001,K,Mn,Fe,1.0
2521,Mg2 Mn4 Co4 C24 N24,Mg2 Mn4 Co4 C24 N24,0.03918191000000015,Mg,Co,Mn,2.0
2522,,,,,,,
2523,,,,,,,
2524,Na2 Mn4 Zn4 C24 N24,Na2 Mn4 Zn4 C24 N24,0.1285011924999997,Na,Zn,Mn,2.0
2525,,,,,,,
2526,Li1 Mn4 Cr4 C24 N24,Li1 Mn4 Cr4 C24 N24,0.0028601699999999397,Li,Mn,Cr,1.0
2527,Li5 Zn4 Co4 C24 N24,Li5 Zn4 Co4 C24 N24,0.0028601699999999397,Li,Zn,Co,5.0
2528,,,,,,,
2529,Ca3 Mn4 Zn4 C24 N24,Ca3 Mn4 Zn4 C24 N24,0.4185173499999999,Ca,Zn,Mn,3.0
2530,,,,,,,
2531,Ca1 Zn4 Co4 C24 N24,Ca1 Zn4 Co4 C24 N24,0.4185173499999999,Ca,Zn,Co,1.0
2532,,,,,,,
2533,Na1 Mn4 Cr4 C24 N24,Na1 Mn4 Cr4 C24 N24,0.12850119249999992,Na,Mn,Cr,1.0
2534,Na1 Co4 Os4 C24 N24,Na1 Co4 Os4 C24 N24,0.12850119249999992,Na,Co,Os,1.0
2535,,,,,,,
2536,Ca7 Mn8 C24 N24,Ca7 Mn8 C24 N24,0.4185173499999999,Ca,Mn,Mn,7.0
2537,,,,,,,
2538,Ca1 V4 Fe4 C24 N24,Ca1 V4 Fe4 C24 N24,0.4185173499999999,Ca,V,Fe,1.0
2539,,,,,,,
2540,K3 V4 Fe4 C24 N24,K3 V4 Fe4 C24 N24,0.11553698000000001,K,V,Fe,3.0
2541,,,,,,,
2542,Na1 Zn4 Fe4 C24 N24,Na1 Zn4 Fe4 C24 N24,0.12850119249999992,Na,Zn,Fe,1.0
2543,Ca2 V4 Zn4 C24 N24,Ca2 V4 Zn4 C24 N24,0.4185173499999999,Ca,Zn,V,2.0
2544,,,,,,,
2545,,,,,,,
2546,,,,,,,
2547,Na7 Fe4 Co4 C24 N24,Na7 Fe4 Co4 C24 N24,0.12850119249999992,Na,Co,Fe,7.0
2548,,,,,,,
2549,Ca3 Zn4 Cr4 C24 N24,Ca3 Zn4 Cr4 C24 N24,0.4185173499999999,Ca,Zn,Cr,3.0
2550,,,,,,,
2551,,,,,,,
2552,Na1 Mn4 Co4 C24 N24,Na1 Mn4 Co4 C24 N24,0.12850119249999992,Na,Mn,Co,1.0
2553,,,,,,,
2554,,,,,,,
2555,Ca3 Co4 Os4 C24 N24,Ca3 Co4 Os4 C24 N24,0.4185173499999999,Ca,Co,Os,3.0
2556,,,,,,,
2557,,,,,,,
2558,Mg7 Mn4 V4 C24 N24,Mg7 Mn4 V4 C24 N24,0.03918191000000015,Mg,Mn,V,7.0
2559,,,,,,,
2560,Ca7 Cr4 Co4 C24 N24,Ca7 Cr4 Co4 C24 N24,0.4185173499999999,Ca,Cr,Co,7.0
2561,,,,,,,
2562,,,,,,,
2563,,,,,,,
2564,,,,,,,
2565,Na1 Mn4 V4 C24 N24,Na1 Mn4 V4 C24 N24,0.12850119249999992,Na,Mn,V,1.0
2566,,,,,,,
2567,Na1 V4 Fe4 C24 N24,Na1 V4 Fe4 C24 N24,0.12850119249999992,Na,V,Fe,1.0
2568,Ca1 V4 Co4 C24 N24,Ca1 V4 Co4 C24 N24,0.4185173499999999,Ca,V,Co,1.0
2569,,,,,,,
2570,,,,,,,
2571,,,,,,,
2572,Na1 Mn4 V4 C24 N24,Na1 Mn4 V4 C24 N24,0.12850119249999992,Na,V,Mn,1.0
2573,,,,,,,
2574,K2 Zn4 Cr4 C24 N24,K2 Zn4 Cr4 C24 N24,0.11553698000000001,K,Zn,Cr,2.0
2575,Li7 Fe4 Co4 C24 N24,Li7 Fe4 Co4 C24 N24,0.0028601699999999397,Li,Co,Fe,7.0
2576,Ca3 V4 Co4 C24 N24,Ca3 V4 Co4 C24 N24,0.4185173499999999,Ca,Co,V,3.0
2577,,,,,,,
2578,,,,,,,
2579,,,,,,,
2580,,,,,,,
2581,,,,,,,
2582,,,,,,,
2583,,,,,,,
2584,,,,,,,
2585,Mg1 Zn4 Fe4 C24 N24,Mg1 Zn4 Fe4 C24 N24,0.03918191000000015,Mg,Zn,Fe,1.0
2586,,,,,,,
2587,,,,,,,
2588,Ca3 Zn4 Fe4 C24 N24,Ca3 Zn4 Fe4 C24 N24,0.4185173499999999,Ca,Zn,Fe,3.0
2589,,,,,,,
2590,,,,,,,
2591,,,,,,,
2592,Ca1 Mn4 Zn4 C24 N24,Ca1 Mn4 Zn4 C24 N24,0.4185173499999999,Ca,Zn,Mn,1.0
2593,Li1 Zn4 Cr4 C24 N24,Li1 Zn4 Cr4 C24 N24,0.0028601699999999397,Li,Zn,Cr,1.0
2594,Mg7 Fe4 Co4 C24 N24,Mg7 Fe4 Co4 C24 N24,0.03918191000000015,Mg,Co,Fe,7.0
2595,,,,,,,
2596,,,,,,,
2597,Ca1 Zn4 Os4 C24 N24,Ca1 Zn4 Os4 C24 N24,0.4185173499999999,Ca,Zn,Os,1.0
2598,,,,,,,
2599,,,,,,,
2600,Ca5 Co4 Os4 C24 N24,Ca5 Co4 Os4 C24 N24,0.4185173499999999,Ca,Co,Os,5.0
2601,Ca1 Zn4 Fe4 C24 N24,Ca1 Zn4 Fe4 C24 N24,0.4185173499999999,Ca,Zn,Fe,1.0
2602,,,,,,,
2603,Na5 Zn4 Fe4 C24 N24,Na5 Zn4 Fe4 C24 N24,0.12850119249999992,Na,Zn,Fe,5.0
2604,,,,,,,
2605,,,,,,,
2606,,,,,,,
2607,Li1 Zn4 Co4 C24 N24,Li1 Zn4 Co4 C24 N24,0.0028601699999999397,Li,Zn,Co,1.0
2608,K1 V4 Co4 C24 N24,K1 V4 Co4 C24 N24,0.11553698000000001,K,Co,V,1.0
2609,,,,,,,
2610,Na1 Zn4 Cr4 C24 N24,Na1 Zn4 Cr4 C24 N24,0.12850119249999992,Na,Zn,Cr,1.0
2611,,,,,,,
2612,,,,,,,
2613,,,,,,,
2614,Ca3 Zn4 Os4 C24 N24,Ca3 Zn4 Os4 C24 N24,0.4185173499999999,Ca,Zn,Os,3.0
2615,,,,,,,
2616,Ca1 V4 Zn4 C24 N24,Ca1 V4 Zn4 C24 N24,0.4185173499999999,Ca,Zn,V,1.0
2617,,,,,,,
2618,,,,,,,
2619,,,,,,,
2620,K1 Cr4 Co4 C24 N24,K1 Cr4 Co4 C24 N24,0.11553698000000001,K,Co,Cr,1.0
2621,,,,,,,
2622,,,,,,,
2623,,,,,,,
2624,,,,,,,
2625,,,,,,,
2626,,,,,,,
2627,,,,,,,
2628,,,,,,,
2629,Ca7 V4 Zn4 C24 N24,Ca7 V4 Zn4 C24 N24,0.4185173499999999,Ca,Zn,V,7.0
2630,,,,,,,
2631,,,,,,,
2632,Ca1 Cr8 C24 N24,Ca1 Cr8 C24 N24,0.4185173499999999,Ca,Cr,Cr,1.0
2633,K7 Zn4 Co4 C24 N24,K7 Zn4 Co4 C24 N24,0.11553698000000001,K,Zn,Co,7.0
2634,K7 Mn8 C24 N24,K7 Mn8 C24 N24,0.11553698000000001,K,Mn,Mn,7.0
2635,Mg7 V8 C24 N24,Mg7 V8 C24 N24,0.03918191000000015,Mg,V,V,7.0
2636,Ca3 Zn4 Co4 C24 N24,Ca3 Zn4 Co4 C24 N24,0.4185173499999999,Ca,Zn,Co,3.0
2637,Li7 Mn4 V4 C24 N24,Li7 Mn4 V4 C24 N24,0.0028601699999999397,Li,V,Mn,7.0
2638,Na1 V4 Cr4 C24 N24,Na1 V4 Cr4 C24 N24,0.12850119249999992,Na,Cr,V,1.0
2639,K7 Cr4 Fe4 C24 N24,K7 Cr4 Fe4 C24 N24,0.11553698000000001,K,Cr,Fe,7.0
2640,K7 Mn4 V4 C24 N24,K7 Mn4 V4 C24 N24,0.11553698000000001,K,V,Mn,7.0
2641,K3 Mn4 Co4 C24 N24,K3 Mn4 Co4 C24 N24,0.11553698000000001,K,Co,Mn,3.0
2642,Li3 Mn4 V4 C24 N24,Li3 Mn4 V4 C24 N24,0.0028601699999999397,Li,V,Mn,3.0
2643,Na1 Mn8 C24 N24,Na1 Mn8 C24 N24,0.12850119249999992,Na,Mn,Mn,1.0
2644,,,,,,,
2645,Li8 Cr8 C24 N24,Li8 Cr8 C24 N24,0.0028601699999999397,Li,Cr,Cr,8.0
2646,,,,,,,
2647,Li7 V4 Cr4 C24 N24,Li7 V4 Cr4 C24 N24,0.0028601699999999397,Li,Cr,V,7.0
2648,Na7 Mn4 Zn4 C24 N24,Na7 Mn4 Zn4 C24 N24,0.1285011924999997,Na,Zn,Mn,7.0
2649,Ca1 Mn4 V4 C24 N24,Ca1 Mn4 V4 C24 N24,0.4185173499999999,Ca,V,Mn,1.0
2650,Ca5 Co8 C24 N24,Ca5 Co8 C24 N24,0.4185173499999999,Ca,Co,Co,5.0
2651,Na3 Co8 C24 N24,Na3 Co8 C24 N24,0.12850119249999992,Na,Co,Co,3.0
